station/location;date;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
CDF;19000101;-;-;-;-;1.2;-;-;-;-;-
CDF;19000102;-;-;-;-;0;-;-;-;-;-
CDF;19000103;-;-;-;-;27.4;-;-;-;-;-
CDF;19000104;-;-;-;-;13.7;-;-;-;-;-
CDF;19000105;-;-;-;-;2.5;-;-;-;-;-
CDF;19000106;-;-;-;-;0;-;-;-;-;-
CDF;19000107;-;-;-;-;1.1;-;-;-;-;-
CDF;19000108;-;-;-;-;3.1;-;-;-;-;-
CDF;19000109;-;-;-;-;8.6;-;-;-;-;-
CDF;19000110;-;-;-;-;10.4;-;-;-;-;-
CDF;19000111;-;-;-;-;7.6;-;-;-;-;-
CDF;19000112;-;-;-;-;1;-;-;-;-;-
CDF;19000113;-;-;-;-;0;-;-;-;-;-
CDF;19000114;-;-;-;-;0;-;-;-;-;-
CDF;19000115;-;-;-;-;10;-;-;-;-;-
CDF;19000116;-;-;-;-;22.8;-;-;-;-;-
CDF;19000117;-;-;-;-;41;-;-;-;-;-
CDF;19000118;-;-;-;-;10.6;-;-;-;-;-
CDF;19000119;-;-;-;-;1;-;-;-;-;-
CDF;19000120;-;-;-;-;0;-;-;-;-;-
CDF;19000121;-;-;-;-;5.5;-;-;-;-;-
CDF;19000122;-;-;-;-;2.1;-;-;-;-;-
CDF;19000123;-;-;-;-;0;-;-;-;-;-
CDF;19000124;-;-;-;-;21.3;-;-;-;-;-
CDF;19000125;-;-;-;-;10.5;-;-;-;-;-
CDF;19000126;-;-;-;-;0;-;-;-;-;-
CDF;19000127;-;-;-;-;14;-;-;-;-;-
CDF;19000128;-;-;-;-;0;-;-;-;-;-
CDF;19000129;-;-;-;-;1.5;-;-;-;-;-
CDF;19000130;-;-;-;-;2;-;-;-;-;-
CDF;19000131;-;-;-;-;0;-;-;-;-;-
CDF;19000201;-;-;-;-;1.8;-;-;-;-;-
CDF;19000202;-;-;-;-;2.4;-;-;-;-;-
CDF;19000203;-;-;-;-;0;-;-;-;-;-
CDF;19000204;-;-;-;-;0;-;-;-;-;-
CDF;19000205;-;-;-;-;0;-;-;-;-;-
CDF;19000206;-;-;-;-;6.8;-;-;-;-;-
CDF;19000207;-;-;-;-;0;-;-;-;-;-
CDF;19000208;-;-;-;-;0;-;-;-;-;-
CDF;19000209;-;-;-;-;2.6;-;-;-;-;-
CDF;19000210;-;-;-;-;0;-;-;-;-;-
CDF;19000211;-;-;-;-;1.6;-;-;-;-;-
CDF;19000212;-;-;-;-;24.1;-;-;-;-;-
CDF;19000213;-;-;-;-;12.9;-;-;-;-;-
CDF;19000214;-;-;-;-;18;-;-;-;-;-
CDF;19000215;-;-;-;-;0.5;-;-;-;-;-
CDF;19000216;-;-;-;-;7;-;-;-;-;-
CDF;19000217;-;-;-;-;0;-;-;-;-;-
CDF;19000218;-;-;-;-;4.9;-;-;-;-;-
CDF;19000219;-;-;-;-;14.8;-;-;-;-;-
CDF;19000220;-;-;-;-;7.3;-;-;-;-;-
CDF;19000221;-;-;-;-;8.6;-;-;-;-;-
CDF;19000222;-;-;-;-;3.5;-;-;-;-;-
CDF;19000223;-;-;-;-;1.4;-;-;-;-;-
CDF;19000224;-;-;-;-;0;-;-;-;-;-
CDF;19000225;-;-;-;-;0;-;-;-;-;-
CDF;19000226;-;-;-;-;13.2;-;-;-;-;-
CDF;19000227;-;-;-;-;2.6;-;-;-;-;-
CDF;19000228;-;-;-;-;3;-;-;-;-;-
CDF;19000301;-;-;-;-;6.4;-;-;-;-;-
CDF;19000302;-;-;-;-;1.3;-;-;-;-;-
CDF;19000303;-;-;-;-;6.4;-;-;-;-;-
CDF;19000304;-;-;-;-;3.4;-;-;-;-;-
CDF;19000305;-;-;-;-;0;-;-;-;-;-
CDF;19000306;-;-;-;-;0;-;-;-;-;-
CDF;19000307;-;-;-;-;0;-;-;-;-;-
CDF;19000308;-;-;-;-;0;-;-;-;-;-
CDF;19000309;-;-;-;-;0;-;-;-;-;-
CDF;19000310;-;-;-;-;0;-;-;-;-;-
CDF;19000311;-;-;-;-;0.8;-;-;-;-;-
CDF;19000312;-;-;-;-;0;-;-;-;-;-
CDF;19000313;-;-;-;-;1.2;-;-;-;-;-
CDF;19000314;-;-;-;-;1.9;-;-;-;-;-
CDF;19000315;-;-;-;-;0;-;-;-;-;-
CDF;19000316;-;-;-;-;0;-;-;-;-;-
CDF;19000317;-;-;-;-;2;-;-;-;-;-
CDF;19000318;-;-;-;-;0;-;-;-;-;-
CDF;19000319;-;-;-;-;0;-;-;-;-;-
CDF;19000320;-;-;-;-;1.4;-;-;-;-;-
CDF;19000321;-;-;-;-;0;-;-;-;-;-
CDF;19000322;-;-;-;-;0.5;-;-;-;-;-
CDF;19000323;-;-;-;-;14.2;-;-;-;-;-
CDF;19000324;-;-;-;-;5;-;-;-;-;-
CDF;19000325;-;-;-;-;1.1;-;-;-;-;-
CDF;19000326;-;-;-;-;0.8;-;-;-;-;-
CDF;19000327;-;-;-;-;7.6;-;-;-;-;-
CDF;19000328;-;-;-;-;0;-;-;-;-;-
CDF;19000329;-;-;-;-;1.3;-;-;-;-;-
CDF;19000330;-;-;-;-;3.2;-;-;-;-;-
CDF;19000331;-;-;-;-;1.4;-;-;-;-;-
CDF;19000401;-;-;-;-;0.7;-;-;-;-;-
CDF;19000402;-;-;-;-;2.9;-;-;-;-;-
CDF;19000403;-;-;-;-;0;-;-;-;-;-
CDF;19000404;-;-;-;-;8.6;-;-;-;-;-
CDF;19000405;-;-;-;-;4;-;-;-;-;-
CDF;19000406;-;-;-;-;0.5;-;-;-;-;-
CDF;19000407;-;-;-;-;4.6;-;-;-;-;-
CDF;19000408;-;-;-;-;9.8;-;-;-;-;-
CDF;19000409;-;-;-;-;1.2;-;-;-;-;-
CDF;19000410;-;-;-;-;0.5;-;-;-;-;-
CDF;19000411;-;-;-;-;5.4;-;-;-;-;-
CDF;19000412;-;-;-;-;7.5;-;-;-;-;-
CDF;19000413;-;-;-;-;13.2;-;-;-;-;-
CDF;19000414;-;-;-;-;0;-;-;-;-;-
CDF;19000415;-;-;-;-;0;-;-;-;-;-
CDF;19000416;-;-;-;-;9.4;-;-;-;-;-
CDF;19000417;-;-;-;-;0.3;-;-;-;-;-
CDF;19000418;-;-;-;-;0.2;-;-;-;-;-
CDF;19000419;-;-;-;-;0;-;-;-;-;-
CDF;19000420;-;-;-;-;0;-;-;-;-;-
CDF;19000421;-;-;-;-;0;-;-;-;-;-
CDF;19000422;-;-;-;-;0;-;-;-;-;-
CDF;19000423;-;-;-;-;0;-;-;-;-;-
CDF;19000424;-;-;-;-;2.9;-;-;-;-;-
CDF;19000425;-;-;-;-;0;-;-;-;-;-
CDF;19000426;-;-;-;-;0;-;-;-;-;-
CDF;19000427;-;-;-;-;7.9;-;-;-;-;-
CDF;19000428;-;-;-;-;0;-;-;-;-;-
CDF;19000429;-;-;-;-;3.3;-;-;-;-;-
CDF;19000430;-;-;-;-;0.4;-;-;-;-;-
CDF;19000501;-;-;-;-;0;-;-;-;-;-
CDF;19000502;-;-;-;-;4.5;-;-;-;-;-
CDF;19000503;-;-;-;-;1.1;-;-;-;-;-
CDF;19000504;-;-;-;-;0;-;-;-;-;-
CDF;19000505;-;-;-;-;0;-;-;-;-;-
CDF;19000506;-;-;-;-;0.1;-;-;-;-;-
CDF;19000507;-;-;-;-;16.5;-;-;-;-;-
CDF;19000508;-;-;-;-;10.5;-;-;-;-;-
CDF;19000509;-;-;-;-;0.6;-;-;-;-;-
CDF;19000510;-;-;-;-;2.8;-;-;-;-;-
CDF;19000511;-;-;-;-;0.5;-;-;-;-;-
CDF;19000512;-;-;-;-;0.3;-;-;-;-;-
CDF;19000513;-;-;-;-;6.2;-;-;-;-;-
CDF;19000514;-;-;-;-;16.4;-;-;-;-;-
CDF;19000515;-;-;-;-;1.2;-;-;-;-;-
CDF;19000516;-;-;-;-;0;-;-;-;-;-
CDF;19000517;-;-;-;-;0;-;-;-;-;-
CDF;19000518;-;-;-;-;0;-;-;-;-;-
CDF;19000519;-;-;-;-;0;-;-;-;-;-
CDF;19000520;-;-;-;-;0;-;-;-;-;-
CDF;19000521;-;-;-;-;0;-;-;-;-;-
CDF;19000522;-;-;-;-;0;-;-;-;-;-
CDF;19000523;-;-;-;-;12.9;-;-;-;-;-
CDF;19000524;-;-;-;-;1.2;-;-;-;-;-
CDF;19000525;-;-;-;-;2.7;-;-;-;-;-
CDF;19000526;-;-;-;-;1.2;-;-;-;-;-
CDF;19000527;-;-;-;-;0.1;-;-;-;-;-
CDF;19000528;-;-;-;-;0;-;-;-;-;-
CDF;19000529;-;-;-;-;0;-;-;-;-;-
CDF;19000530;-;-;-;-;3.7;-;-;-;-;-
CDF;19000531;-;-;-;-;2.3;-;-;-;-;-
CDF;19000601;-;-;-;-;0.2;-;-;-;-;-
CDF;19000602;-;-;-;-;0;-;-;-;-;-
CDF;19000603;-;-;-;-;0;-;-;-;-;-
CDF;19000604;-;-;-;-;0;-;-;-;-;-
CDF;19000605;-;-;-;-;0;-;-;-;-;-
CDF;19000606;-;-;-;-;1.2;-;-;-;-;-
CDF;19000607;-;-;-;-;0.1;-;-;-;-;-
CDF;19000608;-;-;-;-;0;-;-;-;-;-
CDF;19000609;-;-;-;-;0;-;-;-;-;-
CDF;19000610;-;-;-;-;0;-;-;-;-;-
CDF;19000611;-;-;-;-;0;-;-;-;-;-
CDF;19000612;-;-;-;-;26;-;-;-;-;-
CDF;19000613;-;-;-;-;2.9;-;-;-;-;-
CDF;19000614;-;-;-;-;0;-;-;-;-;-
CDF;19000615;-;-;-;-;1.5;-;-;-;-;-
CDF;19000616;-;-;-;-;2.6;-;-;-;-;-
CDF;19000617;-;-;-;-;0;-;-;-;-;-
CDF;19000618;-;-;-;-;0.8;-;-;-;-;-
CDF;19000619;-;-;-;-;0;-;-;-;-;-
CDF;19000620;-;-;-;-;11.4;-;-;-;-;-
CDF;19000621;-;-;-;-;3;-;-;-;-;-
CDF;19000622;-;-;-;-;2.8;-;-;-;-;-
CDF;19000623;-;-;-;-;0;-;-;-;-;-
CDF;19000624;-;-;-;-;0;-;-;-;-;-
CDF;19000625;-;-;-;-;2.5;-;-;-;-;-
CDF;19000626;-;-;-;-;18.4;-;-;-;-;-
CDF;19000627;-;-;-;-;0;-;-;-;-;-
CDF;19000628;-;-;-;-;0;-;-;-;-;-
CDF;19000629;-;-;-;-;0;-;-;-;-;-
CDF;19000630;-;-;-;-;0;-;-;-;-;-
CDF;19000701;-;-;-;-;0;-;-;-;-;-
CDF;19000702;-;-;-;-;6;-;-;-;-;-
CDF;19000703;-;-;-;-;25.3;-;-;-;-;-
CDF;19000704;-;-;-;-;5.3;-;-;-;-;-
CDF;19000705;-;-;-;-;2.6;-;-;-;-;-
CDF;19000706;-;-;-;-;6.2;-;-;-;-;-
CDF;19000707;-;-;-;-;19.7;-;-;-;-;-
CDF;19000708;-;-;-;-;2.4;-;-;-;-;-
CDF;19000709;-;-;-;-;0.3;-;-;-;-;-
CDF;19000710;-;-;-;-;0;-;-;-;-;-
CDF;19000711;-;-;-;-;0;-;-;-;-;-
CDF;19000712;-;-;-;-;0;-;-;-;-;-
CDF;19000713;-;-;-;-;0.9;-;-;-;-;-
CDF;19000714;-;-;-;-;0;-;-;-;-;-
CDF;19000715;-;-;-;-;0;-;-;-;-;-
CDF;19000716;-;-;-;-;0;-;-;-;-;-
CDF;19000717;-;-;-;-;0;-;-;-;-;-
CDF;19000718;-;-;-;-;0;-;-;-;-;-
CDF;19000719;-;-;-;-;2;-;-;-;-;-
CDF;19000720;-;-;-;-;0;-;-;-;-;-
CDF;19000721;-;-;-;-;0;-;-;-;-;-
CDF;19000722;-;-;-;-;5.8;-;-;-;-;-
CDF;19000723;-;-;-;-;0;-;-;-;-;-
CDF;19000724;-;-;-;-;0;-;-;-;-;-
CDF;19000725;-;-;-;-;0;-;-;-;-;-
CDF;19000726;-;-;-;-;0;-;-;-;-;-
CDF;19000727;-;-;-;-;0.3;-;-;-;-;-
CDF;19000728;-;-;-;-;0;-;-;-;-;-
CDF;19000729;-;-;-;-;10.6;-;-;-;-;-
CDF;19000730;-;-;-;-;19.3;-;-;-;-;-
CDF;19000731;-;-;-;-;0;-;-;-;-;-
CDF;19000801;-;-;-;-;0;-;-;-;-;-
CDF;19000802;-;-;-;-;0.2;-;-;-;-;-
CDF;19000803;-;-;-;-;6.3;-;-;-;-;-
CDF;19000804;-;-;-;-;0;-;-;-;-;-
CDF;19000805;-;-;-;-;1.6;-;-;-;-;-
CDF;19000806;-;-;-;-;2.3;-;-;-;-;-
CDF;19000807;-;-;-;-;49.5;-;-;-;-;-
CDF;19000808;-;-;-;-;3;-;-;-;-;-
CDF;19000809;-;-;-;-;0.3;-;-;-;-;-
CDF;19000810;-;-;-;-;0.5;-;-;-;-;-
CDF;19000811;-;-;-;-;1.1;-;-;-;-;-
CDF;19000812;-;-;-;-;0;-;-;-;-;-
CDF;19000813;-;-;-;-;0;-;-;-;-;-
CDF;19000814;-;-;-;-;0;-;-;-;-;-
CDF;19000815;-;-;-;-;0;-;-;-;-;-
CDF;19000816;-;-;-;-;0;-;-;-;-;-
CDF;19000817;-;-;-;-;7.1;-;-;-;-;-
CDF;19000818;-;-;-;-;0;-;-;-;-;-
CDF;19000819;-;-;-;-;0;-;-;-;-;-
CDF;19000820;-;-;-;-;10.3;-;-;-;-;-
CDF;19000821;-;-;-;-;21.3;-;-;-;-;-
CDF;19000822;-;-;-;-;3.6;-;-;-;-;-
CDF;19000823;-;-;-;-;12.3;-;-;-;-;-
CDF;19000824;-;-;-;-;15.9;-;-;-;-;-
CDF;19000825;-;-;-;-;0.2;-;-;-;-;-
CDF;19000826;-;-;-;-;7.7;-;-;-;-;-
CDF;19000827;-;-;-;-;6.1;-;-;-;-;-
CDF;19000828;-;-;-;-;6.5;-;-;-;-;-
CDF;19000829;-;-;-;-;0.1;-;-;-;-;-
CDF;19000830;-;-;-;-;0;-;-;-;-;-
CDF;19000831;-;-;-;-;0;-;-;-;-;-
CDF;19000901;-;-;-;-;0;-;-;-;-;-
CDF;19000902;-;-;-;-;12.4;-;-;-;-;-
CDF;19000903;-;-;-;-;0.8;-;-;-;-;-
CDF;19000904;-;-;-;-;0;-;-;-;-;-
CDF;19000905;-;-;-;-;0;-;-;-;-;-
CDF;19000906;-;-;-;-;0;-;-;-;-;-
CDF;19000907;-;-;-;-;1;-;-;-;-;-
CDF;19000908;-;-;-;-;1.5;-;-;-;-;-
CDF;19000909;-;-;-;-;0;-;-;-;-;-
CDF;19000910;-;-;-;-;0;-;-;-;-;-
CDF;19000911;-;-;-;-;0;-;-;-;-;-
CDF;19000912;-;-;-;-;0;-;-;-;-;-
CDF;19000913;-;-;-;-;0;-;-;-;-;-
CDF;19000914;-;-;-;-;0;-;-;-;-;-
CDF;19000915;-;-;-;-;0;-;-;-;-;-
CDF;19000916;-;-;-;-;0;-;-;-;-;-
CDF;19000917;-;-;-;-;27.5;-;-;-;-;-
CDF;19000918;-;-;-;-;8.6;-;-;-;-;-
CDF;19000919;-;-;-;-;14.7;-;-;-;-;-
CDF;19000920;-;-;-;-;0;-;-;-;-;-
CDF;19000921;-;-;-;-;0;-;-;-;-;-
CDF;19000922;-;-;-;-;0;-;-;-;-;-
CDF;19000923;-;-;-;-;4.2;-;-;-;-;-
CDF;19000924;-;-;-;-;5;-;-;-;-;-
CDF;19000925;-;-;-;-;6.7;-;-;-;-;-
CDF;19000926;-;-;-;-;0.4;-;-;-;-;-
CDF;19000927;-;-;-;-;7.1;-;-;-;-;-
CDF;19000928;-;-;-;-;8.7;-;-;-;-;-
CDF;19000929;-;-;-;-;2;-;-;-;-;-
CDF;19000930;-;-;-;-;2;-;-;-;-;-
CDF;19001001;-;-;-;-;0;-;-;-;-;-
CDF;19001002;-;-;-;-;9.9;-;-;-;-;-
CDF;19001003;-;-;-;-;7.1;-;-;-;-;-
CDF;19001004;-;-;-;-;4.6;-;-;-;-;-
CDF;19001005;-;-;-;-;1.9;-;-;-;-;-
CDF;19001006;-;-;-;-;0;-;-;-;-;-
CDF;19001007;-;-;-;-;0;-;-;-;-;-
CDF;19001008;-;-;-;-;0;-;-;-;-;-
CDF;19001009;-;-;-;-;0;-;-;-;-;-
CDF;19001010;-;-;-;-;8.5;-;-;-;-;-
CDF;19001011;-;-;-;-;0;-;-;-;-;-
CDF;19001012;-;-;-;-;0;-;-;-;-;-
CDF;19001013;-;-;-;-;0.3;-;-;-;-;-
CDF;19001014;-;-;-;-;7.3;-;-;-;-;-
CDF;19001015;-;-;-;-;0;-;-;-;-;-
CDF;19001016;-;-;-;-;0;-;-;-;-;-
CDF;19001017;-;-;-;-;7.9;-;-;-;-;-
CDF;19001018;-;-;-;-;6.1;-;-;-;-;-
CDF;19001019;-;-;-;-;0;-;-;-;-;-
CDF;19001020;-;-;-;-;1.2;-;-;-;-;-
CDF;19001021;-;-;-;-;0.4;-;-;-;-;-
CDF;19001022;-;-;-;-;0.4;-;-;-;-;-
CDF;19001023;-;-;-;-;0;-;-;-;-;-
CDF;19001024;-;-;-;-;0;-;-;-;-;-
CDF;19001025;-;-;-;-;0;-;-;-;-;-
CDF;19001026;-;-;-;-;6;-;-;-;-;-
CDF;19001027;-;-;-;-;1.8;-;-;-;-;-
CDF;19001028;-;-;-;-;4.1;-;-;-;-;-
CDF;19001029;-;-;-;-;20.6;-;-;-;-;-
CDF;19001030;-;-;-;-;0;-;-;-;-;-
CDF;19001031;-;-;-;-;0;-;-;-;-;-
CDF;19001101;-;-;-;-;7.8;-;-;-;-;-
CDF;19001102;-;-;-;-;0.5;-;-;-;-;-
CDF;19001103;-;-;-;-;3;-;-;-;-;-
CDF;19001104;-;-;-;-;3.1;-;-;-;-;-
CDF;19001105;-;-;-;-;0;-;-;-;-;-
CDF;19001106;-;-;-;-;5.3;-;-;-;-;-
CDF;19001107;-;-;-;-;13.7;-;-;-;-;-
CDF;19001108;-;-;-;-;0;-;-;-;-;-
CDF;19001109;-;-;-;-;0;-;-;-;-;-
CDF;19001110;-;-;-;-;2.3;-;-;-;-;-
CDF;19001111;-;-;-;-;0.6;-;-;-;-;-
CDF;19001112;-;-;-;-;0;-;-;-;-;-
CDF;19001113;-;-;-;-;0;-;-;-;-;-
CDF;19001114;-;-;-;-;4.5;-;-;-;-;-
CDF;19001115;-;-;-;-;2;-;-;-;-;-
CDF;19001116;-;-;-;-;3.7;-;-;-;-;-
CDF;19001117;-;-;-;-;8.5;-;-;-;-;-
CDF;19001118;-;-;-;-;14.3;-;-;-;-;-
CDF;19001119;-;-;-;-;0;-;-;-;-;-
CDF;19001120;-;-;-;-;0;-;-;-;-;-
CDF;19001121;-;-;-;-;0;-;-;-;-;-
CDF;19001122;-;-;-;-;0.2;-;-;-;-;-
CDF;19001123;-;-;-;-;0.3;-;-;-;-;-
CDF;19001124;-;-;-;-;0.2;-;-;-;-;-
CDF;19001125;-;-;-;-;19.7;-;-;-;-;-
CDF;19001126;-;-;-;-;0.8;-;-;-;-;-
CDF;19001127;-;-;-;-;0;-;-;-;-;-
CDF;19001128;-;-;-;-;0;-;-;-;-;-
CDF;19001129;-;-;-;-;0;-;-;-;-;-
CDF;19001130;-;-;-;-;0.1;-;-;-;-;-
CDF;19001201;-;-;-;-;0.8;-;-;-;-;-
CDF;19001202;-;-;-;-;0.1;-;-;-;-;-
CDF;19001203;-;-;-;-;0;-;-;-;-;-
CDF;19001204;-;-;-;-;32;-;-;-;-;-
CDF;19001205;-;-;-;-;43.1;-;-;-;-;-
CDF;19001206;-;-;-;-;28.3;-;-;-;-;-
CDF;19001207;-;-;-;-;18.3;-;-;-;-;-
CDF;19001208;-;-;-;-;0;-;-;-;-;-
CDF;19001209;-;-;-;-;0;-;-;-;-;-
CDF;19001210;-;-;-;-;0;-;-;-;-;-
CDF;19001211;-;-;-;-;0;-;-;-;-;-
CDF;19001212;-;-;-;-;0;-;-;-;-;-
CDF;19001213;-;-;-;-;0;-;-;-;-;-
CDF;19001214;-;-;-;-;0;-;-;-;-;-
CDF;19001215;-;-;-;-;0;-;-;-;-;-
CDF;19001216;-;-;-;-;0;-;-;-;-;-
CDF;19001217;-;-;-;-;0;-;-;-;-;-
CDF;19001218;-;-;-;-;0;-;-;-;-;-
CDF;19001219;-;-;-;-;0;-;-;-;-;-
CDF;19001220;-;-;-;-;0;-;-;-;-;-
CDF;19001221;-;-;-;-;3.5;-;-;-;-;-
CDF;19001222;-;-;-;-;3.4;-;-;-;-;-
CDF;19001223;-;-;-;-;3.5;-;-;-;-;-
CDF;19001224;-;-;-;-;0.3;-;-;-;-;-
CDF;19001225;-;-;-;-;0;-;-;-;-;-
CDF;19001226;-;-;-;-;0;-;-;-;-;-
CDF;19001227;-;-;-;-;5.2;-;-;-;-;-
CDF;19001228;-;-;-;-;5.8;-;-;-;-;-
CDF;19001229;-;-;-;-;4.4;-;-;-;-;-
CDF;19001230;-;-;-;-;0;-;-;-;-;-
CDF;19001231;-;-;-;-;1.4;-;-;-;-;-
CDF;19010101;-;-;100;900.1;1.9;-;0.2;0;-;97.7
CDF;19010102;-;-;100;902.6;5;-;-1.4;-3;-;97.7
CDF;19010103;-;-;13;905;0;-;-8.3;-12.5;-;75.3
CDF;19010104;-;-;0;904;0;-;-11.2;-13.5;-;75
CDF;19010105;-;-;17;898.1;0.3;-;-12.9;-15;-;76
CDF;19010106;-;-;10;895.8;0;-;-12.6;-16;-;76.7
CDF;19010107;-;-;0;898.3;0;-;-9.2;-14;-;82
CDF;19010108;-;-;63;900.3;0.2;-;-0.8;-11.5;-;66.7
CDF;19010109;-;-;87;903.8;0;-;0;-4;-;82.3
CDF;19010110;-;-;30;902.8;0;-;0.1;-3;-;78
CDF;19010111;-;-;33;906;0.1;-;-0.5;-5.5;-;89
CDF;19010112;-;-;83;909.9;0;-;0.5;-3;-;93.3
CDF;19010113;-;-;0;910.4;0;-;-0.9;-5;-;73.7
CDF;19010114;-;-;0;913.1;0;-;-5.2;-7;-;79.7
CDF;19010115;-;-;0;909.4;0;-;-4.6;-10;-;64.3
CDF;19010116;-;-;0;906.9;0;-;-3;-9;-;62.3
CDF;19010117;-;-;0;906.4;0;-;-4.5;-8.5;-;68.7
CDF;19010118;-;-;7;909.1;0;-;-3.5;-8.5;-;70.3
CDF;19010119;-;-;10;903.9;0;-;3;-8;-;49
CDF;19010120;-;-;100;909;7.9;-;1.2;0;-;95.3
CDF;19010121;-;-;100;915.2;3.2;-;1.4;0;-;96.3
CDF;19010122;-;-;33;915.2;0;-;1;-2;-;94.7
CDF;19010123;-;-;0;915.9;0;-;-1.3;-4.5;-;88.3
CDF;19010124;-;-;50;912.5;0;-;4;-2.5;-;76.7
CDF;19010125;-;-;73;911.6;1.8;-;1.9;-1;-;83.7
CDF;19010126;-;-;100;903.7;29.1;-;0.1;-2;-;88.3
CDF;19010127;-;-;100;900.6;45.1;-;1.1;-1;-;94.3
CDF;19010128;-;-;100;898.6;16.6;-;0.3;-2;-;88.3
CDF;19010129;-;-;100;886;11.4;-;-3.5;-4.5;-;89
CDF;19010130;-;-;27;888;0.6;-;-7.9;-10.5;-;81.3
CDF;19010131;-;-;50;890.4;0.1;-;-4.3;-12;-;71.7
CDF;19010201;-;-;100;893.3;13.6;-;-4.9;-11;-;79.3
CDF;19010202;-;-;93;891;0;-;-8.1;-12.5;-;81
CDF;19010203;-;-;57;889.1;2.3;-;-2.7;-12.5;-;74
CDF;19010204;-;-;100;886;10;-;-0.4;-4.5;-;91.7
CDF;19010205;-;-;80;882.1;6.3;-;-1.7;-3.5;-;80.3
CDF;19010206;-;-;100;890.4;2.2;-;-3.5;-4.5;-;83.3
CDF;19010207;-;-;100;899.9;0.5;-;-4.7;-9.5;-;86
CDF;19010208;-;-;100;903.7;0;-;-6.3;-7.1;-;89.7
CDF;19010209;-;-;40;908.4;0;-;-8.2;-10.5;-;83.7
CDF;19010210;-;-;73;909.5;0.1;-;-7.2;-17.5;-;81.7
CDF;19010211;-;-;100;903.9;1.2;-;-4.3;-5.5;-;80.3
CDF;19010212;-;-;0;900.5;1.6;-;-12.9;-17.5;-;67.7
CDF;19010213;-;-;100;900.8;6.2;-;-7.5;-14;-;81
CDF;19010214;-;-;37;903.2;0;-;-15.6;-19;-;78.3
CDF;19010215;-;-;0;904.9;0;-;-18.9;-25.6;-;72
CDF;19010216;-;-;67;909.6;6.7;-;-11;-22.5;-;73.7
CDF;19010217;-;-;100;897.9;6.8;-;-7.2;-10;-;89
CDF;19010218;-;-;77;900.5;0.2;-;-9.6;-11.5;-;82
CDF;19010219;-;-;37;902.4;0.2;-;-11.5;-19;-;76.3
CDF;19010220;-;-;17;900.3;0;-;-14.6;-20.5;-;80.7
CDF;19010221;-;-;0;900.5;0;-;-14;-21;-;72.7
CDF;19010222;-;-;0;901.5;0;-;-13.4;-21;-;70.3
CDF;19010223;-;-;20;903.1;0.1;-;-11.4;-20.5;-;65
CDF;19010224;-;-;50;899.7;0;-;-4.6;-12.5;-;77.7
CDF;19010225;-;-;67;896.9;0;-;-2.9;-8;-;79.3
CDF;19010226;-;-;3;894.6;0;-;-1.6;-11;-;62.7
CDF;19010227;-;-;60;896.2;0.6;-;1.4;-5.5;-;74.3
CDF;19010228;-;-;83;895.1;4.5;-;2.2;-3;-;80
CDF;19010301;-;-;100;891.4;4.8;-;2.9;0.5;-;82
CDF;19010302;-;-;77;891.1;11.4;-;3.8;1;-;77.3
CDF;19010303;-;-;80;892.5;9.8;-;1.5;0.5;-;87
CDF;19010304;-;-;97;903;9.4;-;0.3;-1.5;-;86.3
CDF;19010305;-;-;100;906.1;11.3;-;2.4;0;-;95.7
CDF;19010306;-;-;60;899;11.5;-;1.4;-2;-;77.3
CDF;19010307;-;-;97;886.6;0.6;-;-0.1;-2.5;-;79.7
CDF;19010308;-;-;7;887.9;0;-;-4;-10.5;-;74.3
CDF;19010309;-;-;83;898.3;0.1;-;-1.3;-7;-;77
CDF;19010310;-;-;90;894.3;0.3;-;-0.9;-2.5;-;83.7
CDF;19010311;-;-;100;891.2;2.4;-;-0.9;-2.5;-;82
CDF;19010312;-;-;100;897.1;3.6;-;-1.7;-3;-;83.7
CDF;19010313;-;-;63;896.6;0;-;-1;-3;-;79.3
CDF;19010314;-;-;33;896.7;0.1;-;0.9;-7;-;69.7
CDF;19010315;-;-;97;895.8;0.9;-;4.7;0.5;-;63.3
CDF;19010316;-;-;63;898.8;2.1;-;2.6;0.8;-;78.3
CDF;19010317;-;-;97;894.4;1.3;-;4;0.5;-;75.7
CDF;19010318;-;-;53;884.6;0.4;-;3;1.5;-;78.3
CDF;19010319;-;-;90;875.6;0;-;3.7;0;-;84.3
CDF;19010320;-;-;100;876.8;16.8;-;1.7;0.4;-;99
CDF;19010321;-;-;100;886.9;3.6;-;-1.5;-3.5;-;88.3
CDF;19010322;-;-;97;896.3;0.8;-;-4.7;-5.5;-;80.7
CDF;19010323;-;-;100;903.6;0.6;-;-5.7;-7.5;-;78.7
CDF;19010324;-;-;100;899.5;0.1;-;-4.4;-7;-;79.7
CDF;19010325;-;-;63;892.4;0;-;-1.6;-10;-;76.3
CDF;19010326;-;-;83;890.4;4;-;-3.9;-6.5;-;81.3
CDF;19010327;-;-;53;891.7;3.2;-;-6.9;-17.5;-;65.7
CDF;19010328;-;-;83;891;1.8;-;-8.2;-10.5;-;81.7
CDF;19010329;-;-;60;897.6;0.2;-;-8.1;-14;-;78.3
CDF;19010330;-;-;37;896.3;0;-;1.5;-14;-;55
CDF;19010331;-;-;83;893;1.5;-;8.1;2.5;-;51
CDF;19010401;-;-;83;899.8;11.8;-;4.7;3;-;86.3
